perm_idx,accuracy,balanced_accuracy,auc
423,0.3474576271186441,0.3404040404040404,0.2877344877344877
424,0.3898305084745763,0.38354978354978353,0.33391053391053394
425,0.4152542372881356,0.4108225108225108,0.33823953823953823
426,0.5,0.4948051948051948,0.47965367965367967
427,0.559322033898305,0.554978354978355,0.5053391053391053
428,0.4576271186440678,0.45281385281385284,0.4686868686868686
429,0.4491525423728814,0.4414141414141414,0.4245310245310245
430,0.4491525423728814,0.44372294372294374,0.43953823953823956
431,0.5,0.4982683982683983,0.5116883116883117
432,0.4745762711864407,0.47445887445887447,0.46118326118326114
433,0.3898305084745763,0.38701298701298703,0.3795093795093795
434,0.5,0.49595959595959593,0.513997113997114
435,0.3983050847457627,0.3926406926406926,0.31601731601731603
436,0.4067796610169492,0.4017316017316017,0.3728715728715729
437,0.5508474576271186,0.553968253968254,0.5284271284271284
438,0.423728813559322,0.4187590187590188,0.4057720057720058
439,0.4406779661016949,0.4427128427128427,0.384992784992785
440,0.559322033898305,0.5595959595959596,0.5567099567099567
441,0.5508474576271186,0.5458874458874459,0.561038961038961
442,0.3644067796610169,0.3608946608946609,0.3434343434343434
443,0.4830508474576271,0.4766233766233766,0.5203463203463203
444,0.559322033898305,0.5607503607503608,0.5393939393939393
445,0.5508474576271186,0.5481962481962481,0.5448773448773448
446,0.4830508474576271,0.48470418470418464,0.43174603174603177
447,0.5254237288135594,0.5197691197691198,0.49898989898989904
448,0.4745762711864407,0.4721500721500721,0.48629148629148633
449,0.4661016949152542,0.46305916305916306,0.47070707070707063
450,0.5,0.49711399711399706,0.45194805194805193
451,0.4915254237288136,0.488023088023088,0.48109668109668113
452,0.5423728813559322,0.5425685425685425,0.5774891774891774
453,0.6101694915254238,0.6106782106782107,0.6352092352092351
454,0.4322033898305085,0.429004329004329,0.3847041847041847
455,0.423728813559322,0.41645021645021646,0.3189033189033189
456,0.4322033898305085,0.4301587301587302,0.39769119769119765
457,0.3305084745762712,0.3303030303030303,0.2868686868686869
458,0.423728813559322,0.42106782106782104,0.3893217893217893
459,0.5677966101694916,0.5652236652236652,0.5584415584415584
460,0.3644067796610169,0.35858585858585856,0.3656565656565656
461,0.5932203389830508,0.5936507936507937,0.6178932178932179
462,0.5254237288135594,0.5197691197691198,0.5197691197691198
463,0.4322033898305085,0.429004329004329,0.3578643578643579
464,0.4830508474576271,0.4823953823953824,0.4975468975468975
465,0.3983050847457627,0.3926406926406926,0.36940836940836935
466,0.4491525423728814,0.446031746031746,0.38037518037518037
467,0.4915254237288136,0.4845598845598846,0.48744588744588746
468,0.5,0.4948051948051948,0.46868686868686865
469,0.5254237288135594,0.5290043290043289,0.4923520923520923
470,0.4576271186440678,0.4551226551226551,0.41414141414141414
471,0.5084745762711864,0.511976911976912,0.513997113997114
472,0.4491525423728814,0.446031746031746,0.4378066378066378
473,0.4915254237288136,0.4937950937950938,0.5177489177489177
474,0.5508474576271186,0.5505050505050505,0.5795093795093794
475,0.5423728813559322,0.5391053391053391,0.5134199134199134
476,0.3983050847457627,0.39148629148629144,0.3696969696969697
477,0.5932203389830508,0.5948051948051948,0.6199134199134199
478,0.4915254237288136,0.4868686868686869,0.4813852813852814
479,0.4322033898305085,0.4266955266955267,0.39942279942279946
480,0.4067796610169492,0.4051948051948052,0.4660894660894661
481,0.5932203389830508,0.5913419913419913,0.6253968253968254
482,0.576271186440678,0.5766233766233766,0.5725829725829726
483,0.559322033898305,0.556132756132756,0.5780663780663781
484,0.4915254237288136,0.49148629148629147,0.5708513708513708
485,0.3898305084745763,0.3893217893217893,0.3847041847041847
486,0.559322033898305,0.554978354978355,0.5873015873015873
