time,fluorescence,cell_specimen_id,ophys_experiment_id,experiment_container_id,session_type
2845.01535,495.41406,662275084,652989705,652736297,three_session_B
2845.04861,482.5625,662275084,652989705,652736297,three_session_B
2845.08186,479.28125,662275084,652989705,652736297,three_session_B
2845.11512,511.71094,662275084,652989705,652736297,three_session_B
2845.14837,456.2422,662275084,652989705,652736297,three_session_B
2845.18162,480.6172,662275084,652989705,652736297,three_session_B
2845.21488,465.04688,662275084,652989705,652736297,three_session_B
2845.24813,487.3828,662275084,652989705,652736297,three_session_B
2845.28139,485.84375,662275084,652989705,652736297,three_session_B
2845.31464,494.25,662275084,652989705,652736297,three_session_B
2845.34789,499.4922,662275084,652989705,652736297,three_session_B
2845.38115,491.0,662275084,652989705,652736297,three_session_B
2845.4144,491.46875,662275084,652989705,652736297,three_session_B
2845.44766,470.70312,662275084,652989705,652736297,three_session_B
2845.48091,463.6875,662275084,652989705,652736297,three_session_B
