heldout_stimulus_index,heldout_true_label,k,added_pool_index,added_clean_feature_index,added_original_neuron_index,train_accuracy,train_balanced_accuracy,heldout_score,heldout_pred,heldout_correct,candidate_single_train_balanced_accuracy
61,0,7,566,33380,33380,0.8717948717948718,0.8796296296296297,-0.001855132170021534,0,1,0.6269841194152832
62,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.001246485742740333,0,1,0.7473545074462891
62,0,2,113,29128,29128,0.7863247863247863,0.794973544973545,-0.0017102670390158892,0,1,0.6521164178848267
62,0,3,527,8916,8916,0.8205128205128205,0.8293650793650793,-0.002126453211531043,0,1,0.6269841194152832
62,0,4,377,26585,26585,0.8547008547008547,0.8624338624338623,-0.0026952610351145267,0,1,0.6335979104042053
62,0,5,150,33217,33217,0.8632478632478633,0.8703703703703703,-0.0031305451411753893,0,1,0.6481481194496155
62,0,6,439,3871,3871,0.8717948717948718,0.8796296296296297,-0.003560425480827689,0,1,0.6309523582458496
63,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-7.859426114009693e-05,0,1,0.7473545074462891
63,0,2,281,13709,13709,0.7948717948717948,0.8068783068783069,-0.0002761246869340539,0,1,0.6388888955116272
63,0,3,530,8539,8539,0.811965811965812,0.8240740740740741,-0.0006724460981786251,0,1,0.6283068656921387
63,0,4,232,32986,32986,0.8376068376068376,0.8478835978835979,-0.0007826612563803792,0,1,0.6428571343421936
63,0,5,37,9738,9738,0.8461538461538461,0.8558201058201058,-0.0010654175421223044,0,1,0.670634925365448
63,0,6,821,15230,15230,0.8632478632478633,0.8716931216931216,-0.0013588190777227283,0,1,0.6203703880310059
63,0,7,234,1424,1424,0.8717948717948718,0.8796296296296297,-0.0015775753417983651,0,1,0.6428571343421936
64,1,1,0,35669,35669,0.7435897435897436,0.7529325513196481,-0.00010759738506749272,0,0,0.7529325485229492
64,1,2,94,29128,29128,0.7948717948717948,0.8013196480938416,-0.001244168495759368,0,0,0.6580645442008972
64,1,3,539,6365,6365,0.8290598290598291,0.8366568914956012,-0.0016787564381957054,0,0,0.6284457445144653
64,1,4,332,29382,29382,0.8547008547008547,0.8618768328445747,-0.0013298640260472894,0,0,0.6376832723617554
64,1,5,29,19815,19815,0.8632478632478633,0.869941348973607,-0.0015202243812382221,0,0,0.6741935610771179
64,1,6,33,38926,38926,0.8717948717948718,0.8780058651026392,-0.0013206925941631198,0,0,0.6721407771110535
64,1,7,62,25129,25129,0.8803418803418803,0.8860703812316715,-0.0012751533649861813,0,0,0.6639296412467957
64,1,8,869,9387,9387,0.8888888888888888,0.8941348973607037,-0.0007360348245128989,0,0,0.6196480989456177
64,1,9,747,16434,16434,0.8974358974358975,0.9021994134897361,2.9083399567753077e-05,1,1,0.6225806474685669
64,1,10,432,8916,8916,0.905982905982906,0.9102639296187683,-0.00040071160765364766,0,0,0.6328445672988892
64,1,11,422,8539,8539,0.905982905982906,0.9112903225806452,-0.00038400068297050893,0,0,0.633431077003479
64,1,12,958,27809,27809,0.9230769230769231,0.9274193548387097,-0.0009719304507598281,0,0,0.6177419424057007
64,1,13,40,11412,11412,0.9316239316239316,0.935483870967742,-0.00042586587369441986,0,0,0.6690616011619568
64,1,14,582,8253,8253,0.9401709401709402,0.9435483870967742,-0.0003336804802529514,0,0,0.6266862154006958
65,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-7.859426114009693e-05,0,1,0.7473545074462891
65,0,2,317,13709,13709,0.7948717948717948,0.8068783068783069,-0.0002761246869340539,0,1,0.6388888955116272
65,0,3,355,8539,8539,0.811965811965812,0.8240740740740741,-0.00025556402397342026,0,1,0.6375661492347717
65,0,4,257,32986,32986,0.8376068376068376,0.8478835978835979,-0.0003657791530713439,0,1,0.6428571343421936
65,0,5,36,9738,9738,0.8461538461538461,0.8558201058201058,-0.0006485354388132691,0,1,0.670634925365448
65,0,6,541,15230,15230,0.8632478632478633,0.8716931216931216,-0.0006449450738728046,0,1,0.6296296119689941
65,0,7,240,18310,18310,0.8717948717948718,0.8796296296296297,-0.0004587171715684235,0,1,0.6441798806190491
66,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-7.859426114009693e-05,0,1,0.7473545074462891
66,0,2,73,29128,29128,0.7948717948717948,0.8042328042328042,0.004993346054106951,1,0,0.6613756418228149
66,0,3,567,8916,8916,0.8290598290598291,0.8386243386243386,0.003976679872721434,1,0,0.6269841194152832
66,0,4,399,26585,26585,0.8632478632478633,0.8716931216931216,0.00340787204913795,1,0,0.6335979104042053
66,0,5,131,32986,32986,0.8717948717948718,0.8796296296296297,0.0036337238270789385,1,0,0.6521164178848267
66,0,6,467,3871,3871,0.8803418803418803,0.8888888888888888,0.0032038434874266386,1,0,0.6309523582458496
66,0,7,429,28860,28860,0.8888888888888888,0.8968253968253967,0.003003912279382348,1,0,0.6322751045227051
67,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.0012464855099096894,0,1,0.7473545074462891
67,0,2,76,29128,29128,0.7863247863247863,0.794973544973545,-0.001070633647032082,0,1,0.6613756418228149
67,0,3,45,5552,5552,0.8205128205128205,0.8293650793650793,0.0004388864617794752,1,0,0.6693121790885925
67,0,4,985,37075,37075,0.8376068376068376,0.8465608465608465,0.0012000352144241333,1,0,0.6177248954772949
67,0,5,175,2411,2411,0.8461538461538461,0.8544973544973544,0.0012277222704142332,1,0,0.6494709253311157
67,0,6,94,27774,27774,0.8632478632478633,0.8703703703703703,0.0029976104851812124,1,0,0.658730149269104
67,0,7,227,26659,26659,0.8803418803418803,0.8849206349206349,0.0021089462097734213,1,0,0.6441798806190491
67,0,8,324,4920,4920,0.8974358974358975,0.9021164021164021,0.0025904830545186996,1,0,0.6388888955116272
67,0,9,917,2208,2208,0.905982905982906,0.9113756613756614,0.0031064816284924746,1,0,0.6190476417541504
67,0,10,631,21714,21714,0.9145299145299145,0.9206349206349207,0.002548945602029562,1,0,0.6256613731384277
67,0,11,176,9312,9312,0.9230769230769231,0.9285714285714286,0.0022074845619499683,1,0,0.6494709253311157
67,0,12,509,9387,9387,0.9316239316239316,0.9365079365079365,0.002776075853034854,1,0,0.6296296119689941
67,0,13,594,33601,33601,0.9401709401709402,0.9444444444444444,0.004085088148713112,1,0,0.6269841194152832
67,0,14,858,37053,37053,0.9487179487179487,0.9523809523809523,0.004732057452201843,1,0,0.6203703880310059
67,0,15,970,19975,19975,0.9572649572649573,0.9603174603174602,0.00601802347227931,1,0,0.6177248954772949
67,0,16,41,9738,9738,0.9658119658119658,0.9682539682539683,0.005343194119632244,1,0,0.670634925365448
68,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.002399425022304058,0,1,0.7473545074462891
68,0,2,126,29128,29128,0.7863247863247863,0.794973544973545,-0.0028632062021642923,0,1,0.6521164178848267
68,0,3,605,6365,6365,0.8205128205128205,0.8306878306878307,-0.002392495982348919,0,1,0.6256613731384277
68,0,4,603,39131,39131,0.8461538461538461,0.8558201058201058,-0.00012715510092675686,0,1,0.6256613731384277
68,0,5,935,37075,37075,0.8547008547008547,0.8637566137566137,0.00026063501718454063,1,0,0.6177248954772949
68,0,6,349,36590,36590,0.8632478632478633,0.8716931216931216,8.361856453120708e-05,1,0,0.6362434029579163
68,0,7,450,30620,30620,0.8717948717948718,0.8796296296296297,-0.00015292962780222297,0,1,0.6309523582458496
68,0,8,61,20900,20900,0.8803418803418803,0.8875661375661376,0.00039661367191001773,1,0,0.6640211343765259
69,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.002399425022304058,0,1,0.7473545074462891
69,0,2,68,29128,29128,0.7863247863247863,0.794973544973545,-0.0015689877327531576,0,1,0.6613756418228149
69,0,3,604,6365,6365,0.8205128205128205,0.8306878306878307,-0.001550354645587504,0,1,0.6256613731384277
69,0,4,200,29382,29382,0.8461538461538461,0.8558201058201058,-0.001550354529172182,0,1,0.6455026268959045
69,0,5,385,18310,18310,0.8632478632478633,0.8716931216931216,-0.0015819494146853685,0,1,0.6349206566810608
69,0,6,887,29247,29247,0.8717948717948718,0.8796296296296297,-0.002101978985592723,0,1,0.6190476417541504
69,0,7,503,15230,15230,0.8803418803418803,0.8875661375661376,-0.0020983887370675802,0,1,0.6296296119689941
70,1,1,0,35669,35669,0.7435897435897436,0.7529325513196481,-0.00010759738506749272,0,0,0.7529325485229492
70,1,2,400,13709,13709,0.7948717948717948,0.8043988269794722,0.00401386059820652,1,1,0.6340175867080688
70,1,3,413,8539,8539,0.811965811965812,0.8215542521994135,0.004446192178875208,1,1,0.633431077003479
70,1,4,273,32986,32986,0.8376068376068376,0.8457478005865102,0.004663021303713322,1,1,0.6409090757369995
70,1,5,956,11158,11158,0.8547008547008547,0.8618768328445747,0.004236781038343906,1,1,0.6175953149795532
70,1,6,673,36169,36169,0.8717948717948718,0.8780058651026392,0.0041031064465641975,1,1,0.6237536668777466
71,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.002399425022304058,0,1,0.7473545074462891
71,0,2,130,29128,29128,0.7863247863247863,0.794973544973545,-0.0028632062021642923,0,1,0.6521164178848267
71,0,3,572,8916,8916,0.8205128205128205,0.8293650793650793,-0.0032793923746794462,0,1,0.6269841194152832
71,0,4,407,26585,26585,0.8547008547008547,0.8624338624338623,-0.00384820019826293,0,1,0.6335979104042053
71,0,5,132,32986,32986,0.8632478632478633,0.8703703703703703,-0.0032713296823203564,0,1,0.6521164178848267
71,0,6,291,3871,3871,0.8717948717948718,0.8796296296296297,-0.0031457720324397087,0,1,0.6402116417884827
71,0,7,261,28860,28860,0.8803418803418803,0.8875661375661376,-0.0025308888871222734,0,1,0.6415343880653381
72,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.0035374120343476534,0,1,0.7473545074462891
72,0,2,116,29128,29128,0.7863247863247863,0.794973544973545,-0.004625874571502209,0,1,0.6521164178848267
72,0,3,544,8916,8916,0.8205128205128205,0.8293650793650793,-0.005042060744017363,0,1,0.6269841194152832
72,0,4,389,26585,26585,0.8547008547008547,0.8624338624338623,-0.00561086880043149,0,1,0.6335979104042053
72,0,5,161,33217,33217,0.8632478632478633,0.8703703703703703,-0.005680142901837826,0,1,0.6481481194496155
72,0,6,453,3871,3871,0.8717948717948718,0.8796296296296297,-0.00583977997303009,0,1,0.6309523582458496
73,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.001246485742740333,0,1,0.7473545074462891
73,0,2,130,29128,29128,0.7863247863247863,0.794973544973545,-0.0017102670390158892,0,1,0.6521164178848267
73,0,3,353,8916,8916,0.8205128205128205,0.8293650793650793,-0.0015110214008018374,0,1,0.6362434029579163
73,0,4,403,26585,26585,0.8547008547008547,0.8624338624338623,-0.0016463687643408775,0,1,0.6335979104042053
73,0,5,97,33217,33217,0.8632478632478633,0.8703703703703703,-0.001334681175649166,0,1,0.6574074029922485
73,0,6,467,3871,3871,0.8717948717948718,0.8796296296296297,-0.0014943184796720743,0,1,0.6309523582458496
74,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.001246485742740333,0,1,0.7473545074462891
74,0,2,126,35691,35691,0.7948717948717948,0.8002645502645502,0.001222713035531342,1,0,0.6521164178848267
74,0,3,613,6365,6365,0.8290598290598291,0.8373015873015872,0.0012413461226969957,1,0,0.6256613731384277
74,0,4,199,25980,25980,0.8632478632478633,0.8677248677248677,0.0006404399173334241,1,0,0.6455026268959045
74,0,5,510,19388,19388,0.8632478632478633,0.8690476190476191,0.00021502835443243384,1,0,0.6296296119689941
74,0,6,883,17731,17731,0.8803418803418803,0.8862433862433863,-0.0009046766790561378,0,1,0.6190476417541504
74,0,7,268,23631,23631,0.8888888888888888,0.8941798941798942,-0.0010715699754655361,0,1,0.6415343880653381
75,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-7.859426114009693e-05,0,1,0.7473545074462891
75,0,2,293,13709,13709,0.7948717948717948,0.8068783068783069,-0.0002761246869340539,0,1,0.6388888955116272
75,0,3,326,8539,8539,0.811965811965812,0.8240740740740741,-0.00025556402397342026,0,1,0.6375661492347717
75,0,4,161,35433,35433,0.8376068376068376,0.8478835978835979,0.000245116330916062,1,0,0.6481481194496155
75,0,5,847,34404,34404,0.8547008547008547,0.8637566137566137,-0.0002999895077664405,0,1,0.6190476417541504
75,0,6,934,2166,2166,0.8632478632478633,0.873015873015873,-0.0008039603708311915,0,1,0.6177248954772949
75,0,7,380,26585,26585,0.8803418803418803,0.8888888888888888,-0.001372768310829997,0,1,0.6335979104042053
75,0,8,406,28860,28860,0.8888888888888888,0.8968253968253967,-0.0015726994024589658,0,1,0.6322751045227051
75,0,9,222,7136,7136,0.905982905982906,0.9126984126984127,-0.0025427942164242268,0,1,0.6428571343421936
75,0,10,705,10773,10773,0.9145299145299145,0.9206349206349207,-0.003326315898448229,0,1,0.6216931343078613
75,0,11,791,15230,15230,0.9230769230769231,0.9285714285714286,-0.0036197174340486526,0,1,0.6203703880310059
75,0,12,616,20561,20561,0.9316239316239316,0.9365079365079365,-0.0040934705175459385,0,1,0.6243386268615723
76,1,1,0,35669,35669,0.7435897435897436,0.7529325513196481,-0.0036905270535498857,0,0,0.7529325485229492
76,1,2,144,29128,29128,0.7948717948717948,0.8013196480938416,-0.0035247732885181904,0,0,0.6499999761581421
76,1,3,416,8916,8916,0.8290598290598291,0.8356304985337244,-0.003954568412154913,0,0,0.6328445672988892
76,1,4,308,26585,26585,0.8632478632478633,0.8689149560117302,-0.004550166893750429,0,0,0.6379765272140503
76,1,5,158,32986,32986,0.8717948717948718,0.8769794721407624,-0.004664041101932526,0,0,0.6489735841751099
76,1,6,407,3871,3871,0.8803418803418803,0.8860703812316715,-0.004543093964457512,0,0,0.6335777044296265
76,1,7,458,28860,28860,0.8888888888888888,0.8941348973607037,-0.003964077215641737,0,0,0.6307917833328247
77,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.004660448059439659,0,1,0.7473545074462891
77,0,2,124,29128,29128,0.7863247863247863,0.794973544973545,-0.005748910829424858,0,1,0.6521164178848267
77,0,3,587,6365,6365,0.8205128205128205,0.8306878306878307,-0.004811171442270279,0,1,0.6256613731384277
77,0,4,197,29382,29382,0.8547008547008547,0.8637566137566137,-0.0044448478147387505,0,1,0.6455026268959045
77,0,5,39,18738,18738,0.8632478632478633,0.8716931216931216,-0.004543527960777283,0,1,0.6693121790885925
78,1,1,0,35669,35669,0.7435897435897436,0.7529325513196481,-0.001288900151848793,0,0,0.7529325485229492
78,1,2,782,12445,12445,0.7948717948717948,0.8013196480938416,-0.001476723118685186,0,0,0.6208211183547974
78,1,3,375,8253,8253,0.8290598290598291,0.8366568914956012,-0.0019630249589681625,0,0,0.6347507238388062
78,1,4,881,37634,37634,0.8632478632478633,0.869941348973607,-0.0019884295761585236,0,0,0.6187683343887329
78,1,5,516,6365,6365,0.8717948717948718,0.8790322580645161,-0.002423017518594861,0,0,0.6284457445144653
78,1,6,320,9641,9641,0.8888888888888888,0.8951612903225806,-0.002477232599630952,0,0,0.6376832723617554
78,1,7,165,4187,4187,0.8974358974358975,0.9032258064516129,-0.0014437619829550385,0,0,0.6479471921920776
78,1,8,702,35335,35335,0.905982905982906,0.9112903225806452,-0.0012539596064016223,0,0,0.6227272748947144
78,1,9,523,23655,23655,0.9145299145299145,0.9193548387096775,-0.0018008968327194452,0,0,0.6278592348098755
78,1,10,457,28860,28860,0.9230769230769231,0.9274193548387097,-0.0004884551744908094,0,0,0.6307917833328247
78,1,11,837,9387,9387,0.9316239316239316,0.935483870967742,-0.000356046250090003,0,0,0.6196480989456177
78,1,12,686,14546,14546,0.9401709401709402,0.9435483870967742,-0.0004611406766343862,0,0,0.6228739023208618
79,0,1,0,35669,35669,0.7435897435897436,0.7566137566137566,0.0011042486876249313,1,0,0.7566137313842773
79,0,2,124,29128,29128,0.8034188034188035,0.8108465608465609,0.0006404673331417143,1,0,0.6521164178848267
79,0,3,545,8916,8916,0.8290598290598291,0.8386243386243386,0.00022428113152273,1,0,0.6269841194152832
79,0,4,387,26585,26585,0.8547008547008547,0.8624338624338623,-0.0003445267502684146,0,1,0.6335979104042053
79,0,5,172,33217,33217,0.8632478632478633,0.8703703703703703,-0.0007798108272254467,0,1,0.6481481194496155
79,0,6,448,3871,3871,0.8717948717948718,0.8796296296296297,-0.0014649820514023304,0,1,0.6309523582458496
80,0,1,0,35669,35669,0.7435897435897436,0.7566137566137566,0.0023020438384264708,1,0,0.7566137313842773
80,0,2,287,13709,13709,0.8034188034188035,0.8161375661375662,0.0021045133471488953,1,0,0.6388888955116272
80,0,3,318,8539,8539,0.8205128205128205,0.8333333333333333,0.002556907944381237,1,0,0.6375661492347717
80,0,4,133,31183,31183,0.8461538461538461,0.8571428571428572,0.002956000855192542,1,0,0.6507936716079712
80,0,5,297,9694,9694,0.8632478632478633,0.873015873015873,0.002533779013901949,1,0,0.6388888955116272
80,0,6,150,2411,2411,0.8717948717948718,0.8809523809523809,0.0035107501316815615,1,0,0.6494709253311157
80,0,7,47,19815,19815,0.8803418803418803,0.8888888888888888,0.002893970813602209,1,0,0.6679894328117371
80,0,8,933,29863,29863,0.8974358974358975,0.9047619047619048,0.0029793507419526577,1,0,0.6177248954772949
80,0,9,68,25129,25129,0.905982905982906,0.9126984126984127,0.00275341235101223,1,0,0.6626983880996704
81,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.002399425022304058,0,1,0.7473545074462891
81,0,2,122,29128,29128,0.7863247863247863,0.794973544973545,-0.0034878875594586134,0,1,0.6521164178848267
81,0,3,625,6365,6365,0.8205128205128205,0.8306878306878307,-0.002550148405134678,0,1,0.6256613731384277
81,0,4,200,29382,29382,0.8461538461538461,0.8558201058201058,-0.0025501481723040342,0,1,0.6455026268959045
81,0,5,222,18310,18310,0.8632478632478633,0.8716931216931216,-0.002363920211791992,0,1,0.6441798806190491
81,0,6,891,29247,29247,0.8717948717948718,0.8796296296296297,-0.0028839497826993465,0,1,0.6190476417541504
81,0,7,835,15230,15230,0.8803418803418803,0.8875661375661376,-0.0031773513182997704,0,1,0.6203703880310059
82,0,1,0,35669,35669,0.7435897435897436,0.7566137566137566,0.0011042486876249313,1,0,0.7566137313842773
82,0,2,118,29128,29128,0.8034188034188035,0.8108465608465609,1.5786150470376015e-05,1,0,0.6521164178848267
82,0,3,541,8916,8916,0.8205128205128205,0.8293650793650793,-0.0004004000511486083,0,1,0.6269841194152832
82,0,4,383,26585,26585,0.8547008547008547,0.8624338624338623,-0.0005357474437914789,0,1,0.6335979104042053
82,0,5,160,33217,33217,0.8632478632478633,0.8703703703703703,-0.0009710314916446805,0,1,0.6481481194496155
82,0,6,449,3871,3871,0.8717948717948718,0.8796296296296297,-0.0014009117148816586,0,1,0.6309523582458496
83,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.005768530536442995,0,1,0.7473545074462891
83,0,2,69,29128,29128,0.7863247863247863,0.794973544973545,-0.004938093014061451,0,1,0.6613756418228149
83,0,3,555,34404,34404,0.8290598290598291,0.8373015873015872,-0.004310742020606995,0,1,0.6283068656921387
83,0,4,667,34127,34127,0.8461538461538461,0.8531746031746031,-0.004623514134436846,0,1,0.6243386268615723
83,0,5,212,29382,29382,0.8632478632478633,0.8690476190476191,-0.004623514134436846,0,1,0.6455026268959045
83,0,6,253,7748,7748,0.8717948717948718,0.8783068783068783,-0.004657464567571878,0,1,0.6428571343421936
83,0,7,263,16878,16878,0.8803418803418803,0.8875661375661376,-0.0050039878115057945,0,1,0.6415343880653381
83,0,8,640,29462,29462,0.8974358974358975,0.9034391534391535,-0.0056382641196250916,0,1,0.6256613731384277
84,0,1,0,35669,35669,0.7435897435897436,0.7566137566137566,0.0011042486876249313,1,0,0.7566137313842773
84,0,2,133,29128,29128,0.8034188034188035,0.8108465608465609,0.0006404673331417143,1,0,0.6521164178848267
84,0,3,655,6365,6365,0.8290598290598291,0.8386243386243386,0.0006591003620997071,1,0,0.6256613731384277
84,0,4,652,12445,12445,0.8547008547008547,0.8637566137566137,0.001065551768988371,1,0,0.6256613731384277
84,0,5,9,38926,38926,0.8632478632478633,0.8716931216931216,0.0012725742999464273,1,0,0.682539701461792
85,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.001246485742740333,0,1,0.7473545074462891
85,0,2,152,29128,29128,0.7863247863247863,0.794973544973545,-0.0023349481634795666,0,1,0.6521164178848267
85,0,3,683,6365,6365,0.8290598290598291,0.8386243386243386,-0.001864238060079515,0,1,0.6256613731384277
85,0,4,224,29382,29382,0.8547008547008547,0.8624338624338623,-0.0007204110734164715,0,1,0.6455026268959045
85,0,5,67,25129,25129,0.8632478632478633,0.8716931216931216,-0.0009463494643568993,0,1,0.6626983880996704
86,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.0035374120343476534,0,1,0.7473545074462891
86,0,2,134,29128,29128,0.7863247863247863,0.794973544973545,-0.004001193214207888,0,1,0.6521164178848267
86,0,3,631,6365,6365,0.8205128205128205,0.8306878306878307,-0.0030634538270533085,0,1,0.6256613731384277
86,0,4,212,29382,29382,0.8547008547008547,0.8637566137566137,-0.0023158546537160873,0,1,0.6455026268959045
86,0,5,43,18738,18738,0.8632478632478633,0.8716931216931216,-0.002639960730448365,0,1,0.6693121790885925
87,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-7.859426114009693e-05,0,1,0.7473545074462891
87,0,2,290,13709,13709,0.7948717948717948,0.8068783068783069,-0.0011641219025477767,0,1,0.6388888955116272
87,0,3,529,8539,8539,0.811965811965812,0.8240740740740741,-0.001560443313792348,0,1,0.6283068656921387
87,0,4,126,32986,32986,0.8376068376068376,0.8478835978835979,-0.0013345915358513594,0,1,0.6521164178848267
87,0,5,539,12372,12372,0.8547008547008547,0.8637566137566137,-0.0006540958420373499,0,1,0.6283068656921387
87,0,6,359,18285,18285,0.8632478632478633,0.8716931216931216,-0.0008169900393113494,0,1,0.6362434029579163
87,0,7,752,28301,28301,0.8717948717948718,0.8796296296296297,-0.0006258410285227001,0,1,0.6216931343078613
87,0,8,652,27667,27667,0.8803418803418803,0.8875661375661376,-0.00038834905717521906,0,1,0.6243386268615723
87,0,9,188,21609,21609,0.8974358974358975,0.9034391534391535,-0.0002184699842473492,0,1,0.64682537317276
87,0,10,163,1738,1738,0.905982905982906,0.9113756613756614,-0.0006393312360160053,0,1,0.6494709253311157
87,0,11,580,2166,2166,0.905982905982906,0.9126984126984127,-0.0005784581881016493,0,1,0.6269841194152832
87,0,12,278,30469,30469,0.9145299145299145,0.9206349206349207,-0.0016992819728329778,0,1,0.6402116417884827
88,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.0035374120343476534,0,1,0.7473545074462891
88,0,2,120,29128,29128,0.7863247863247863,0.794973544973545,-0.004001193214207888,0,1,0.6521164178848267
88,0,3,517,8916,8916,0.8205128205128205,0.8293650793650793,-0.0044173793867230415,0,1,0.6269841194152832
88,0,4,371,26585,26585,0.8547008547008547,0.8624338624338623,-0.00455272663384676,0,1,0.6335979104042053
88,0,5,123,32986,32986,0.8632478632478633,0.8703703703703703,-0.003975856117904186,0,1,0.6521164178848267
88,0,6,437,3871,3871,0.8717948717948718,0.8796296296296297,-0.004405736457556486,0,1,0.6309523582458496
88,0,7,400,28860,28860,0.8803418803418803,0.8875661375661376,-0.004990646615624428,0,1,0.6322751045227051
89,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.001246485742740333,0,1,0.7473545074462891
89,0,2,141,29128,29128,0.7863247863247863,0.794973544973545,-0.0017102670390158892,0,1,0.6521164178848267
89,0,3,578,8916,8916,0.8205128205128205,0.8293650793650793,-0.0027269329875707626,0,1,0.6269841194152832
89,0,4,399,26585,26585,0.8547008547008547,0.8624338624338623,-0.0032957408111542463,0,1,0.6335979104042053
89,0,5,184,33217,33217,0.8632478632478633,0.8703703703703703,-0.003365014912560582,0,1,0.6481481194496155
89,0,6,471,3871,3871,0.8717948717948718,0.8796296296296297,-0.0035246522165834904,0,1,0.6309523582458496
90,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.001246485742740333,0,1,0.7473545074462891
90,0,2,127,29128,29128,0.7863247863247863,0.794973544973545,-0.0023349481634795666,0,1,0.6521164178848267
90,0,3,189,34941,34941,0.8205128205128205,0.8293650793650793,0.008524524047970772,1,0,0.64682537317276
90,0,4,408,26585,26585,0.8461538461538461,0.8544973544973544,0.007955715991556644,1,0,0.6335979104042053
90,0,5,41,11412,11412,0.8547008547008547,0.8624338624338623,0.0073329247534275055,1,0,0.6693121790885925
90,0,6,338,16805,16805,0.8632478632478633,0.8716931216931216,0.007344980724155903,1,0,0.6375661492347717
90,0,7,87,25035,25035,0.8717948717948718,0.8796296296296297,0.006920088082551956,1,0,0.658730149269104
90,0,8,405,34127,34127,0.8803418803418803,0.8875661375661376,0.007078655995428562,1,0,0.6335979104042053
91,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.0035374120343476534,0,1,0.7473545074462891
91,0,2,118,29128,29128,0.7863247863247863,0.794973544973545,-0.004625874571502209,0,1,0.6521164178848267
91,0,3,340,8916,8916,0.8205128205128205,0.8293650793650793,-0.004426628816872835,0,1,0.6362434029579163
91,0,4,391,26585,26585,0.8547008547008547,0.8624338624338623,-0.0049954368732869625,0,1,0.6335979104042053
91,0,5,162,33217,33217,0.8632478632478633,0.8703703703703703,-0.005430720746517181,0,1,0.6481481194496155
91,0,6,458,3871,3871,0.8717948717948718,0.8796296296296297,-0.005860601086169481,0,1,0.6309523582458496
92,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.001246485742740333,0,1,0.7473545074462891
92,0,2,126,29128,29128,0.7863247863247863,0.794973544973545,-0.0023349481634795666,0,1,0.6521164178848267
92,0,3,612,6365,6365,0.8290598290598291,0.8386243386243386,-0.0013972088927403092,0,1,0.6256613731384277
92,0,4,817,15230,15230,0.8461538461538461,0.8544973544973544,-0.001690610428340733,0,1,0.6203703880310059
92,0,5,399,26585,26585,0.8547008547008547,0.8624338624338623,-0.0022594183683395386,0,1,0.6335979104042053
92,0,6,253,28860,28860,0.8717948717948718,0.8796296296296297,-0.0020594182424247265,0,1,0.6415343880653381
92,0,7,9,38926,38926,0.8803418803418803,0.8875661375661376,-0.00185239571146667,0,1,0.682539701461792
93,1,1,0,35669,35669,0.7350427350427351,0.7448680351906158,0.0033582663163542747,1,1,0.7448680400848389
93,1,2,137,29128,29128,0.7863247863247863,0.7932551319648093,0.00352402008138597,1,1,0.6499999761581421
93,1,3,398,8916,8916,0.8205128205128205,0.8275659824046921,0.0024620648473501205,1,1,0.6328445672988892
93,1,4,465,26585,26585,0.8547008547008547,0.8608504398826979,0.004401687998324633,1,1,0.6299120187759399
93,1,5,105,33217,33217,0.8632478632478633,0.8689149560117302,0.003944726660847664,1,1,0.6530791521072388
93,1,6,387,3871,3871,0.8717948717948718,0.8780058651026392,0.004339118953794241,1,1,0.6335777044296265
94,0,1,0,35669,35669,0.7350427350427351,0.7473544973544974,-0.002399425022304058,0,1,0.7473545074462891
94,0,2,133,29128,29128,0.7863247863247863,0.794973544973545,-0.002863206434994936,0,1,0.6521164178848267
94,0,3,632,6365,6365,0.8205128205128205,0.8306878306878307,-0.002844573464244604,0,1,0.6256613731384277
94,0,4,955,37075,37075,0.8461538461538461,0.8544973544973544,-0.002815190004184842,0,1,0.6177248954772949
94,0,5,14,36380,36380,0.8547008547008547,0.8637566137566137,-0.003087688935920596,0,1,0.6785714030265808
94,0,6,520,15230,15230,0.8632478632478633,0.8716931216931216,-0.0030840986873954535,0,1,0.6296296119689941
94,0,7,592,33380,33380,0.8717948717948718,0.8796296296296297,-0.0028444414492696524,0,1,0.6269841194152832
